Severity,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Time_Of_Day,Month
2,71,72.4975037178747,29,28.29,10,3,7,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,4,5
2,54,52.0099693537531,33,30.32,10,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2,66,76.759,20,24.12,10,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,66,76.759,93,29.56,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11
2,64,65.5136657908961,75,29.87,10,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
3,61,58.7334059829484,36,29.74,10,13,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2,49,42.2878878540935,93,28.49,5,13,20,0.09,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,36,31.7741695933201,85,29.5,10,12,5,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,10
2,78,84.217,81,30,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
3,26,16.8858351839187,53,29.66,10,7,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,70,71.1206181435089,49,29.96,10,23,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,37,32.1854115144625,76,29.83,10,7,6,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,4,12
2,88,92.8512280383346,53,29.16,10,19,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2,86,90.7544552005487,61,29.9,10,24,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2,50,66.815,43,24.71,10,2,0,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,4,11
2,52,48.5156542995151,45,30.08,10,12,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,48,43.925947629433,43,29.01,10,16,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2,77,79.5697322167019,54,29.08,10,16,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2,38,31.1636972716007,83,29.3,7,21,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,57.8625,56.6648576761895,67,29.92,10.0018214936248,18,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
4,50.2168831168831,47.4507495216151,67,30.03,9.83910891089109,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
4,85,89.402500378707,36,29.83,10,24,9,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6
2,69,70.0872055573898,87,30.04,10,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
2,79,82.0279242572032,69,30.01,10,3,9,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,3,12
2,73,81.1095,96,30.01,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
2,25,21.3986560052841,100,27.32,10,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,51,49.3925518370742,61,30.01,10,17,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,66,76.759,64,28.91,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2,91,96.6934294081697,18,28.92,10,24,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10
2,52,50.5671106533245,38,26.55,10,14,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,45,42.3451989395726,86,29.11,10,24,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,57,56.4399047345759,42,29.32,10,17,5,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5
2,58,57.194940832356,51,29.43,10,18,6,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12
2,71,72.3383710608737,61,29.61,10,21,8,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,3,6
2,45,37.975589756712,93,29.33,7,13,16,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2,53,50.8048202735106,93,30.07,2,14,7,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,4,9
3,95,100.579442799972,13,29.74,10,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2,88,92.9228398579182,62,29.18,10,19,6,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7
2,60,57.1374640977247,67,29.22,10,3,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
2,73,74.7738768956033,71,28.94,10,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,74,75.7830153433805,50,29.76,10,24,10,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5
2,32,27.0759343283189,93,28.79,1,18,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,55,54.0907871020754,89,29.49,1,6,5,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
3,69,70.0872055573898,84,29.92,10,18,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2,75,77.9563608586328,96,29.76,1,24,3,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,4,9
2,34,29.4250519608195,56,29.65,10,19,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12
2,46,45.1528920436906,68,30.13,10,18,3,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,4,11
3,48,47.4152002378245,58,29.61,10,13,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,76,78.7565222433312,16,24.33,10,21,5,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4
2,45,63.7075,93,29.65,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,61,61.138139999577,94,28.98,10,18,5,0.07,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2,52,68.058,88,28.86,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
4,72,72.2800851474724,55,29.06,10,23,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2,68,78.002,56,29.9,10,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9
2,98,106.124558824997,17,29.81,10,12,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2,82,85.7541436005415,41,29.17,10,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6
2,39,29.6839111291985,42,25.02,10,7,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2,59,72.4085,67,29.93,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,52,46.9893897659801,74,29.94,10,5,16,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5
2,78,80.7407173513561,66,28.88,10,12,10,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
3,73,75.0588903451371,93,29.58,1,23,6,0.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
3,91,96.4956297604745,50,29.99,10,14,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2,66,76.759,43,28.76,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
4,38,59.357,51,29.33,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4
2,54.7385542168675,52.9000372889201,67,30.21,8.57977528089888,1,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
3,73,74.2620972589606,57,28.95,10,13,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,73,75.0588903451371,65,28.75,3,21,6,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
2,71,71.5418256699885,100,29.79,5,16,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,57,71.1655,53,29.83,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2,32,55.628,96,30.02,3,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,78,81.1056398758318,84,29.9,10,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,67,67.6769073969049,52,29.91,10,17,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,85,89.4531024458692,55,29.13,10,16,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2,62,60.1707827389562,44,30.03,10,10,14,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,3,12
2,59,58.7890223670765,60,30.12,10,17,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,63,61.0200014536325,72,30.18,10,7,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2,39,59.9785,93,29.78,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2,50,66.815,54,28.82,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,61,60.7677307349122,72,30.05,10,24,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
3,72.6954022988506,74.696135814801,67,30.24,10,14,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
2,66,66.722380572506,78,29.68,10,3,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
1,52,48.8423317104356,80,29.48,10,17,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2,20,48.17,85,29.95,5,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
3,58,56.5075831351313,62,29.53,10,13,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2,82,85.7772600528058,71,29.2,7,19,6,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6
2,45,63.7075,93,29.19,4,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
2,42,37.5481803908438,63,24.26,10,18,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2,66,65.8676113274294,56,28.9,10,23,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2,61,73.6515,88,29.89,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,89,91.0535,59,29.86,10,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,66,65.8676113274294,29,29.99,10,10,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2,63,61.0200014536325,90,29.5,1,21,17,0.12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,47,46.2840461407576,68,29.62,10,19,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2,37,58.7355,100,28.97,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2,73,74.9078018783595,15,29.19,10,23,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,74,81.731,38,29.99,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2
2,68,70.038282179164,90,29.93,10,7,3,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,4,11
2,41,61.2215,100,29.44,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,47,44.6943165720731,83,29.71,5,6,5,0.1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,30,27.054426490619,92,29.16,2,8,3,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3
2,64,64.6618164483279,77,29.86,10,14,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6
2,69,70.5346105295793,75,30,10,21,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
2,75,77.5819634270809,100,30.17,7,6,5,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9
2,48,44.7790748722984,82,29.37,10,7,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3
3,46,39.5207764523882,96,29.05,2,10,15,0.05,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,71,72.6770304100996,61,29.3,10,17,6,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6
2,30,22.410501448917,69,29.23,10,3,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
3,92,97.9111823255345,29,29.29,10,24,8,0,32,0,0,1,0,0,0,0,0,1,0,0,1,0,1,6
2,66,76.759,96,29.66,5,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,53,68.6795,80,29.62,10,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11
2,74,76.8252067615659,66,29.9,10,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,28,19.34402722442,100,28.55,3,17,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,51,67.4365,61,30.07,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,78,81.0135401827308,90,29.96,10,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2,57,56.4399047345759,89,29.76,6,9,5,0.11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,48,41.8386469035412,50,29.56,10,10,16,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12
2,37,32.1854115144625,73,29.1,10,13,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,45,40.6767952093889,76,30.15,10,12,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,60,59.9635811833267,80,29.84,10,21,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,63,62.8563110759351,87,29.8,10,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,79,82.0803943997921,78,29.42,10,24,8,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,4,7
3,59,58.0357147549653,100,29.24,10,9,7,0.15,17,0,0,1,0,0,0,0,0,1,0,0,1,0,4,5
2,88,93.1349723712949,12,26.95,10,18,10,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11
2,57,56.0040108648373,26,28.78,10,6,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,79,81.9801428533499,64,29.97,10,16,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2,63,62.8563110759351,22,27.23,10,14,7,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,2,10
2,42,38.8215224908217,85,29.26,4,19,5,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1
2,51,47.9833127135777,33,28.98,10,13,8,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4
3,46,38.786425659188,69,29.1,10,23,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
4,68,78.002,78,27.77,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2,80,83.0956477280024,71,30.04,10,3,14,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,11
2,70,72.300590373298,78,29.39,10,5,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
2,67,67.9133105400247,93,28.83,0.5,13,6,0.02,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,72,73.5561239782385,68,30.28,10,6,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
3,74,81.731,68,29.42,10,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
3,76,78.3406361964512,85,30.11,10,7,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2,74,75.7830153433805,55,30.09,10,3,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,75,77.3181000388444,71,29.32,10,13,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,8
2,88,90.432,24,27.25,10,2,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11
2,42.0796296296296,37.644145965752,67,30.04,10.0018214936248,18,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
3,58,55.4834799740025,84,29.54,10,13,12,0.01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
3,65,65.0318535566849,48,29.93,10,17,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,76,77.7091936770373,76,29.25,10,16,20,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5
3,75,82.3525,98,29.93,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
2,74.3653465346535,76.5532479988094,67,29.59,9.18947963800905,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,90,95.7304168937328,42,29.42,10,7,12,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,3,7
4,72,74.5628985674319,41,29.75,7,19,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2
3,81,84.4589938573377,79,29.98,5,6,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
2,71,72.4975037178747,44,29.62,10,19,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2,80,83.2570202774538,74,29.94,10,10,9,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
3,59,56.3499719074486,35,30.52,10,9,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,30,54.385,66,28.88,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,71,73.4317444703649,90,29.35,5,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
4,46,41.0791012875518,96,29.82,10,18,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
3,69,69.9028652261441,37,30.16,9,23,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2,76,78.7565222433312,43,29.78,10,19,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,43,37.7804675281798,100,27.4,4,13,9,0.01,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12
2,80,83.1532491063171,67,30.05,10,17,12,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,3,12
2,43,39.996081307072,76,29.6,10,9,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,27,18.7572426968226,100,27.92,1,23,8,0.01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2,32,25.4966895884193,87,29.42,10,23,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,65,64.2874974251935,47,30.1,10,10,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,16,45.684,73,24.47,12,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2
2,77,83.5955,84,29.2,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
2,44,63.086,93,29.64,9,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,86,90.5747399215113,51,28.56,10,18,7,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6
2,49,43.6139358024229,93,29.75,10,9,14,0.06,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,41.395,36.8190651972971,67,29.94,9.74214876033058,22,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2,80,83.4547575083323,16,29.43,10,13,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,49,47.0434342045737,61,27.8,10,14,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,24,20.2675019082172,84,28.05,2,18,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,37,58.7355,100,29.22,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,37,32.1854115144625,87,30.02,10,6,6,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12
2,86,90.7544552005487,65,29.02,8,14,15,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
2,65,62.9874955707745,16,25.4,10,13,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
4,47,41.0667285814178,71,30.32,10,16,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2,79,82.2044701502496,50,30.06,10,19,6,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4
3,58,56.5075831351313,56,28.32,10,17,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,38,29.9549987971438,65,29.12,10,24,13,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12
1,67,66.6665946655063,90,30.07,10,7,13,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6
2,58,54.7155040596385,78,29.54,6,16,16,0.01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
3,48,43.925947629433,86,28.84,4,6,9,0.26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2,43,62.4645,89,30.21,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,3,-18.0595220664775,92,28.91,10,12,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,68,69.1042405075434,84,29.61,10,24,6,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10
2,58,57.6144635508262,93,29.39,1,19,5,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1
2,61,59.9041958926914,72,30.11,10,23,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,57,71.1655,77,29.56,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
2,70,79.245,28,28.94,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2,38,30.3291443991711,79,29.97,10,7,12,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3
2,54,51.6365714656721,72,29.71,10,14,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
4,71,71.7302630611425,19,27.14,10,10,13,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4
3,81,86.0815,82,29.2,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2,16,45.684,88,29.01,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2,71,73.4317444703649,11,29.82,8,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,57,54.225763195261,51,30.13,10,7,12,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12
2,53,51.7416694695748,96,29.98,10,23,5,0.01,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
2,61,58.5785612064676,41,29.18,10,17,16,0,20,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3
2,83,86.9035838263506,58,29.98,10,8,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,41,61.2215,76,29.07,10,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,72,73.5561239782385,29,29.1,10,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3,24,17.6794637983167,77,29.97,8,18,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2,51,50.8086625290255,61,30.05,10,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,97,105.104745806254,9,27.06,10,21,18,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5
1,85,89.4736132318447,81,29.88,10,13,15,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
2,46,41.4677555889317,51,29.9,10,7,9,0,28,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4
2,45,38.5195213604127,71,30.28,10,7,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,71,72.3383710608737,90,29.19,10,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2,72,72.1698491869152,34,28.7,10,7,25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,40,38.3659674612887,79,30.28,10,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,53,50.4188185483073,80,30.03,10,17,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
1,50,47.6675010922061,80,30.1,10,16,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,59,58.3858707998748,78,29.88,10,13,6,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
2,64,62.5759318890604,45,28.7,10,21,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
2,58,71.787,100,29.82,0.25,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2,51,48.8584310597248,77,29.56,10,14,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
3,44,42.8905838495566,85,29.16,8,6,3,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
2,24,14.4276431434174,88,28.87,9,24,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
2,56,53.7587157914382,69,29.81,10,24,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2,54,52.9162282858251,94,29.34,4,10,5,0.23,20,0,0,1,0,0,0,0,0,0,0,0,1,0,1,11
2,81,84.586330085287,20,29.94,10,21,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3,87,91.8224177387105,74,30.01,10,16,8,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6
2,59,58.7890223670765,67,30.12,10,7,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,34,28.6126216119062,75,29.67,10,8,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
3,42,38.8215224908217,81,28.67,10,5,5,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4
4,52,45.8880700676438,57,28.31,10,21,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
2,74,76.2498203126559,52,30.2,10,7,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,64,75.516,67,29.26,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,80,83.1532491063171,64,29.82,10,13,12,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6
2,79,81.726867351807,72,29.94,10,16,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2,39,33.9327331501164,89,29.01,10,21,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
3,62,60.5143470889688,100,28.35,3,17,12,0.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2,67,77.3805,93,30.09,7,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
2,81,84.3322755186622,84,29.8,10,6,16,0.01,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2,79,81.7885614196206,35,29.58,10,21,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,52,68.058,94,29.7,10,2,0,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2,81.3395833333333,84.9582430621314,67,29.94,10.0018214936248,18,7,0,28,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6
2,46,40.0823355884162,76,29.84,10,13,13,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4
3,58,54.5491058604529,90,29.61,4,12,17,0.01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
